id,uniprot,gene
K01519_Tran,Q8L968,AT4G13720
K01519_WC,Q8L968,AT4G13720
K01520_WC,Q9STG6,AT3G46940
K01522_Tran,F4KEV7,AT5G58240
K01522_WC,F4KEV7,AT5G58240
K01528_Tran,Q9SE83,AT1G10290
K01528_WC,Q9SE83,AT1G10290
K01528_phos,Q9SE83,AT1G10290
K01535_Tran,Q43128,AT1G17260
K01535_WC,Q43128,AT1G17260
K01535_phos,Q43128,AT1G17260
K01555_WC,Q8RW90,AT1G12050
K01557_Tran,O23443,AT4G15940
K01557_WC,O23443,AT4G15940
K01568_Tran,O82647,AT4G33070
K01568_WC,O82647,AT4G33070
K01578_Tran,Q7Y1Z8,AT4G04320
K01578_WC,Q7Y1Z8,AT4G04320
K01580_Tran,Q42472,AT1G65960
K01580_WC,Q42472,AT1G65960
K01580_phos,Q42472,AT1G65960
K01583_Tran,Q9SI64,AT2G16500
K01586_Tran,Q949X7,AT3G14390
K01586_WC,Q949X7,AT3G14390
K01590_Tran,Q9MA74,AT1G43710
K01592_Tran,Q8RY79,AT2G20340
K01592_WC,Q8RY79,AT2G20340
K01595_Tran,Q9MAH0,AT1G53310
K01595_WC,Q9MAH0,AT1G53310
K01595_phos,Q9MAH0,AT1G53310
K01597_Tran,O23722,AT2G38700
K01597_WC,O23722,AT2G38700
K01598_Tran,P94063,AT1G48605
K01598_WC,P94063,AT1G48605
K01599_Tran,O22886,AT2G40490
K01599_WC,O22886,AT2G40490
K01601_Tran,O03042,ArthCp030
K01601_WC,O03042,ArthCp030
K01601_phos,O03042,ArthCp030
K01602_Tran,Q0WVH4,AT1G67090
K01602_WC,Q0WVH4,AT1G67090
K01602_phos,Q0WVH4,AT1G67090
K01609_Tran,Q1EBW5,AT2G04400
K01609_WC,Q1EBW5,AT2G04400
K01610_Tran,Q9T074,AT4G37870
K01610_WC,Q9T074,AT4G37870
K01610_phos,Q9T074,AT4G37870
K01611_Tran,Q96286,AT3G02470
K01613_Tran,Q84V22,AT4G16700
K01613_WC,Q84V22,AT4G16700
K01613_phos,Q84V22,AT4G16700
K01620_Tran,Q8RXU4,AT1G08630
K01620_WC,Q8RXU4,AT1G08630
K01623_Tran,Q9ZU52,AT2G01140
K01623_WC,Q9ZU52,AT2G01140
K01623_phos,Q9ZU52,AT2G01140
K01626_Tran,Q9SK84,AT1G22410
K01626_WC,Q9SK84,AT1G22410
K01626_phos,Q9SK84,AT1G22410
K01633_Tran,Q9SF23,AT3G11750
K01633_WC,Q9SF23,AT3G11750
K01634_Tran,Q9C509,AT1G27980
K01634_WC,Q9C509,AT1G27980
K01637_Tran,Q0WWE9,AT3G21720
K01638_Tran,Q9LZC3,AT5G03860
K01640_Tran,O81027,AT2G26800
K01640_WC,O81027,AT2G26800
K01641_Tran,P54873,AT4G11820
K01641_WC,P54873,AT4G11820
K01647_Tran,Q9SJH7,AT2G42790
K01647_WC,Q9SJH7,AT2G42790
K01648_Tran,O80526,AT1G09430
K01648_WC,O80526,AT1G09430
K01649_Tran,Q9LPR4,AT1G18500
K01649_WC,Q9LPR4,AT1G18500
K01652_Tran,P17597,AT3G48560
K01652_WC,P17597,AT3G48560
K01653_Tran,Q93YZ7,AT2G31810
K01653_WC,Q93YZ7,AT2G31810
K01657_Tran,P32069,AT2G29690
K01657_WC,P32069,AT2G29690
K01658_Tran,Q9FXK1,AT1G24807
K01658_WC,Q9FXK1,AT1G24807
K01661_Tran,Q8GYN9,AT1G60550
K01661_WC,Q8GYN9,AT1G60550
K01662_Tran,F4IXL7,AT3G21500
K01662_WC,F4IXL7,AT3G21500
K01663_Tran,Q9SZ30,AT4G26900
K01663_WC,Q9SZ30,AT4G26900
K01673_Tran,Q9ZUC2,AT1G23730
K01673_WC,Q9ZUC2,AT1G23730
K01673_phos,Q9ZUC2,AT1G23730
K01674_Tran,F4HUC4,AT1G08065
K01674_WC,F4HUC4,AT1G08065
K01679_Tran,P93033,AT2G47510
K01679_WC,P93033,AT2G47510
K01681_Tran,Q9SIB9,AT2G05710
K01681_WC,Q9SIB9,AT2G05710
K01687_Tran,Q9LIR4,AT3G23940
K01687_WC,Q9LIR4,AT3G23940
K01689_Tran,Q9C9C4,AT1G74030
K01689_WC,Q9C9C4,AT1G74030
K01693_Tran,P34047,AT3G22425
K01695_Tran,Q42529,AT3G54640
K01695_WC,Q42529,AT3G54640
K01696_Tran,Q0WS13,AT4G27070
K01696_WC,Q0WS13,AT4G27070
K01698_Tran,Q94LA4,AT1G44318
K01698_WC,Q94LA4,AT1G44318
K01703_Tran,Q94AR8,AT4G13430
K01703_WC,Q94AR8,AT4G13430
K01703_phos,Q94AR8,AT4G13430
K01704_Tran,F4IQ61,AT2G43090
K01704_WC,F4IQ61,AT2G43090
K01711_Tran,P93031,AT3G51160
K01711_WC,P93031,AT3G51160
K01714_Tran,Q9FVC8,AT2G45440
K01714_WC,Q9FVC8,AT2G45440
K01719_Tran,O48721,AT2G26540
K01719_WC,O48721,AT2G26540
K01723_Tran,Q96242,AT5G42650
K01723_WC,Q96242,AT5G42650
K01723_phos,Q96242,AT5G42650
K01725_Tran,O22683,AT3G23490
K01725_WC,O22683,AT3G23490
K01728_Tran,Q940Q1,AT1G04680
K01728_WC,Q940Q1,AT1G04680
K01733_Tran,Q9SSP5,AT1G72810
K01733_WC,Q9SSP5,AT1G72810
K01735_Tran,Q8VYV7,AT5G66120
K01735_WC,Q8VYV7,AT5G66120
K01736_WC,F4I032,AT1G48850
K01738_Tran,Q6NKY5,AT1G55880
K01738_WC,Q6NKY5,AT1G55880
K01738_phos,Q6NKY5,AT1G55880
K01739_Tran,Q9C876,AT1G33320
K01739_WC,Q9C876,AT1G33320
K01749_Tran,Q43316,AT5G08280
K01749_WC,Q43316,AT5G08280
K01754_Tran,Q9ZSS6,AT3G10050
K01754_WC,Q9ZSS6,AT3G10050
K01755_Tran,Q9LEU8,AT5G10920
K01755_WC,Q9LEU8,AT5G10920
K01756_Tran,F4I1L9,AT1G36280
K01756_WC,F4I1L9,AT1G36280
K01757_Tran,P92976,AT1G74000
K01757_WC,P92976,AT1G74000
K01759_Tran,Q8H0V3,AT1G08110
K01759_WC,Q8H0V3,AT1G08110
K01760_WC,P53780,AT3G57050
K01761_Tran,Q9SGU9,AT1G64660
K01761_WC,Q9SGU9,AT1G64660
K01762_Tran,Q43309,AT2G22810
K01770_Tran,Q9CAK8,AT1G63970
K01770_WC,Q9CAK8,AT1G63970
K01772_Tran,F4IMT3,AT2G30390
K01772_WC,F4IMT3,AT2G30390
K01778_Tran,Q9LFG2,AT3G53580
K01778_WC,Q9LFG2,AT3G53580
K01783_Tran,Q9C8T3,AT1G63290
K01783_WC,Q9C8T3,AT1G63290
K01784_Tran,Q42605,AT1G12780
K01784_WC,Q42605,AT1G12780
K01785_Tran,F4J5Z7,AT3G01260
K01785_WC,F4J5Z7,AT3G01260
K01792_Tran,Q9SS96,AT3G01590
K01792_WC,Q9SS96,AT3G01590
K01792_phos,Q9SS96,AT3G01590
K01800_Tran,Q9ZVQ4,AT2G02380
K01800_WC,Q9ZVQ4,AT2G02380
K01803_Tran,A8MRE8,AT2G21170
K01803_WC,A8MRE8,AT2G21170
K01805_Tran,Q9FKK7,AT5G57655
K01805_WC,Q9FKK7,AT5G57655
K01807_Tran,Q9C998,AT1G71100
K01807_WC,Q9C998,AT1G71100
K01809_Tran,Q9FZH5,AT1G67070
K01809_WC,Q9FZH5,AT1G67070
K01810_Tran,Q8H103,AT4G24620
K01810_WC,Q8H103,AT4G24620
K01810_phos,Q8H103,AT4G24620
K01814_Tran,O82782,AT2G36230
K01814_WC,O82782,AT2G36230
K01817_Tran,B3H4J9,AT1G07780
K01817_WC,B3H4J9,AT1G07780
K01823_Tran,Q42553,AT3G02780
K01823_WC,Q42553,AT3G02780
K01824_Tran,Q0WRA8,AT1G20050
K01834_Tran,Q9LM13,AT1G22170
K01835_Tran,O49299,AT1G23190
K01835_WC,O49299,AT1G23190
K01835_phos,O49299,AT1G23190
K01836_Tran,P57750,AT5G18070
K01836_WC,P57750,AT5G18070
K01845_Tran,Q42522,AT3G48730
K01845_WC,Q42522,AT3G48730
K01850_Tran,Q9C544,AT1G69370
K01850_WC,Q9C544,AT1G69370
K01852_Tran,Q1G1A4,AT3G45130
K01853_Tran,P38605,AT2G07050
K01853_WC,P38605,AT2G07050
K01858_Tran,Q38862,AT2G22240
K01858_WC,Q38862,AT2G22240
K01859_Tran,P41088,AT3G55120
K01859_WC,P41088,AT3G55120
K01866_Tran,F4HWL4,AT1G28350
K01866_WC,F4HWL4,AT1G28350
K01867_Tran,Q8RXE9,AT2G25840
K01867_WC,Q8RXE9,AT2G25840
K01868_Tran,Q8GZ45,AT1G17960
K01868_WC,Q8GZ45,AT1G17960
K01869_Tran,F4I116,AT1G09620
K01869_WC,F4I116,AT1G09620
K01870_Tran,F4JLM5,AT4G10320
K01870_WC,F4JLM5,AT4G10320
K01872_Tran,F4I4Z2,AT1G50200
K01872_WC,F4I4Z2,AT1G50200
K01872_phos,F4I4Z2,AT1G50200
K01873_Tran,P93736,AT1G14610
K01873_WC,P93736,AT1G14610
K01874_Tran,A8MRF2,AT3G55400
K01874_WC,A8MRF2,AT3G55400
K01875_Tran,Q8RWT8,AT1G11870
K01875_WC,Q8RWT8,AT1G11870
K01876_Tran,Q8H104,AT4G26870
K01876_WC,Q8H104,AT4G26870
K01880_Tran,Q9FXG2,AT1G29870
K01880_WC,Q9FXG2,AT1G29870
K01881_Tran,Q9M1R2,AT3G62120
K01881_WC,Q9M1R2,AT3G62120
K01883_Tran,F4IQQ3,AT2G31170
K01883_WC,F4IQQ3,AT2G31170
K01885_Tran,O82462,AT5G26710
K01885_WC,O82462,AT5G26710
K01886_Tran,F4ICG2,AT1G25350
K01886_WC,F4ICG2,AT1G25350
K01887_Tran,Q9C713,AT1G66530
K01887_WC,Q9C713,AT1G66530
K01889_Tran,Q94K73,AT3G58140
K01889_WC,Q94K73,AT3G58140
K01890_Tran,Q9SGE9,AT1G72550
K01890_WC,Q9SGE9,AT1G72550
K01892_Tran,F4IYF8,AT3G02760
K01892_WC,F4IYF8,AT3G02760
K01893_Tran,Q9SSK1,AT1G70980
K01893_WC,Q9SSK1,AT1G70980
K01893_phos,Q9SSK1,AT1G70980
K01895_Tran,B9DGD6,AT5G36880
K01895_WC,B9DGD6,AT5G36880
K01895_phos,B9DGD6,AT5G36880
K01897_Tran,Q9XIA9,AT1G49430
K01897_WC,Q9XIA9,AT1G49430
K01897_phos,Q9XIA9,AT1G49430
K01899_Tran,P68209,AT5G08300
K01899_WC,P68209,AT5G08300
K01900_Tran,O82662,AT2G20420
K01900_WC,O82662,AT2G20420
K01904_Tran,A8MS69,AT1G51680
K01904_WC,A8MS69,AT1G51680
K01915_Tran,Q8GXW5,AT1G48470
K01915_WC,Q8GXW5,AT1G48470
K01915_phos,Q8GXW5,AT1G48470
K01918_Tran,Q9FKB3,AT5G48840
K01919_Tran,F4JMS5,AT4G23100
K01919_WC,F4JMS5,AT4G23100
K01920_Tran,,K01920
K01920_WC,,K01920
K01922_Tran,Q8GXR5,AT1G12350
K01922_WC,Q8GXR5,AT1G12350
K01923_Tran,P38025,AT3G21110
K01923_WC,P38025,AT3G21110
K01930_Tran,F4J2K2,AT3G10160
K01930_WC,F4J2K2,AT3G10160
K01930_phos,F4J2K2,AT3G10160
K01933_Tran,Q05728,AT3G55010
K01933_WC,Q05728,AT3G55010
K01934_Tran,Q9SRE0,AT1G76730
K01934_WC,Q9SRE0,AT1G76730
K01937_Tran,F4I6G9,AT1G30820
K01937_WC,F4I6G9,AT1G30820
K01938_Tran,Q9SPK5,AT1G50480
K01938_WC,Q9SPK5,AT1G50480
K01939_Tran,Q96529,AT3G57610
K01939_WC,Q96529,AT3G57610
K01939_phos,Q96529,AT3G57610
K01940_Tran,B3H778,AT4G24830
K01940_WC,B3H778,AT4G24830
K01945_Tran,P52420,AT1G09830
K01945_WC,P52420,AT1G09830
K01950_Tran,Q9C723,AT1G55090
K01950_WC,Q9C723,AT1G55090
K01951_Tran,Q9CAD1,AT1G63660
K01951_WC,Q9CAD1,AT1G63660
K01952_Tran,Q9M8D3,AT1G74260
K01952_WC,Q9M8D3,AT1G74260
K01953_Tran,P49078,AT3G47340
K01953_WC,P49078,AT3G47340
K01955_Tran,Q42601,AT1G29900
K01955_WC,Q42601,AT1G29900
K01956_Tran,A8MRD8,AT3G27740
K01956_WC,A8MRD8,AT3G27740
K01961_WC,F4JYE1,AT5G35360
K01962_WC,Q9LD43,AT2G38040
K01963_Tran,P56765,ArthCp031
K01963_WC,P56765,ArthCp031
K01968_Tran,Q42523,AT1G03090
K01968_WC,Q42523,AT1G03090
K01968_phos,Q42523,AT1G03090
K01969_Tran,Q9LDD8,AT4G34030
K01969_WC,Q9LDD8,AT4G34030
K01982_Tran,,K01982
K01988_Tran,Q9C949,AT1G61050
K02083_Tran,O49434,AT4G20070
K02108_WC,P56758,ArthCp010
K02109_Tran,P93303,AT2G07707
K02109_WC,P93303,AT2G07707
K02110_WC,P56760,ArthCp009
K02111_WC,P56757,ArthCp007
K02112_WC,P19366,ArthCp029
K02112_phos,P19366,ArthCp029
K02113_Tran,Q9SSS9,AT4G09650
K02113_WC,Q9SSS9,AT4G09650
K02114_WC,P09468,ArthCp028
K02115_Tran,Q01909,AT1G15700
K02115_WC,Q01909,AT1G15700
K02115_phos,Q01909,AT1G15700
K02126_Tran,P93298,AT2G07741
K02128_Tran,Q304C3,AT2G07671
K02132_Tran,P92550,AT2G07698
K02132_WC,P92550,AT2G07698
K02133_Tran,P83483,AT5G08670
K02133_WC,P83483,AT5G08670
K02133_phos,P83483,AT5G08670
K02134_Tran,Q96252,AT5G47030
K02134_WC,Q96252,AT5G47030
K02135_Tran,Q96253,AT1G51650
K02135_WC,Q96253,AT1G51650
K02136_Tran,Q96250,AT2G33040
K02136_WC,Q96250,AT2G33040
K02137_Tran,B9DGP8,AT5G13450
K02137_WC,B9DGP8,AT5G13450
K02138_Tran,Q2V3P9,AT3G52300
K02138_WC,Q2V3P9,AT3G52300
K02140_Tran,O82209,AT2G19680
K02140_WC,O82209,AT2G19680
K02144_Tran,Q9LX65,AT3G42050
K02144_WC,Q9LX65,AT3G42050
K02145_Tran,Q0WLF6,AT1G78900
K02145_WC,Q0WLF6,AT1G78900
K02146_Tran,Q9LJI5,AT3G28710
K02146_WC,Q9LJI5,AT3G28710
K02147_Tran,Q8W4E2,AT1G20260
K02147_WC,Q8W4E2,AT1G20260
K02148_Tran,Q9SDS7,AT1G12840
K02148_WC,Q9SDS7,AT1G12840
K02149_Tran,Q9XGM1,AT3G58730
K02149_WC,Q9XGM1,AT3G58730
K02149_phos,Q9XGM1,AT3G58730
K02150_Tran,P0CAN7,AT1G64200
K02150_WC,P0CAN7,AT1G64200
K02151_Tran,Q9ZQX4,AT4G02620
K02151_WC,Q9ZQX4,AT4G02620
K02152_Tran,O82628,AT3G01390
K02152_WC,O82628,AT3G01390
K02153_Tran,Q9SZ13,AT4G26710
K02154_Tran,Q9SJT7,AT2G21410
K02154_WC,Q9SJT7,AT2G21410
K02154_phos,Q9SJT7,AT2G21410
K02155_Tran,Q24JM2,AT1G19910
K02155_WC,Q24JM2,AT1G19910
K02160_Tran,Q9LLC1,AT5G15530
K02160_WC,Q9LLC1,AT5G15530
K02183_Tran,F4IEU4,AT1G66410
K02183_WC,F4IEU4,AT1G66410
K02201_Tran,Q9ZPV8,AT2G18250
K02201_WC,Q9ZPV8,AT2G18250
K02202_Tran,Q9LMT0,AT1G18040
K02202_WC,Q9LMT0,AT1G18040
K02202_phos,Q9LMT0,AT1G18040
K02209_Tran,F4INF9,AT2G07690
K02209_WC,F4INF9,AT2G07690
K02210_Tran,P43299,AT4G02060
K02210_WC,P43299,AT4G02060
K02212_Tran,Q0WVF5,AT2G16440
K02212_WC,Q0WVF5,AT2G16440
K02212_phos,Q0WVF5,AT2G16440
K02256_Tran,P60620,ArthMp109
K02256_WC,P60620,ArthMp109
K02257_Tran,O64886,AT2G44520
K02258_Tran,Q8GWR0,AT1G02410
K02259_Tran,Q9FKT8,AT5G56090
K02260_Tran,Q94FT1,AT1G53030
K02261_Tran,P93285,ArthMp015
K02261_WC,P93285,ArthMp015
K02262_Tran,P92514,AT2G07687
K02265_Tran,Q9SSB8,AT1G80230
K02265_WC,Q9SSB8,AT1G80230
K02266_Tran,F4JSU5,AT4G37830
K02266_WC,F4JSU5,AT4G37830
K02267_Tran,Q9S7L9,AT1G22450
K02267_WC,Q9S7L9,AT1G22450
K02267_phos,Q9S7L9,AT1G22450
K02291_Tran,P37271,AT5G17230
K02291_WC,P37271,AT5G17230
K02293_Tran,Q07356,AT4G14210
K02293_WC,Q07356,AT4G14210
K02320_Tran,Q9FHA3,AT5G67100
K02321_Tran,F4HTP2,AT1G67630
K02321_WC,F4HTP2,AT1G67630
K02324_Tran,F4HW04,AT1G08260
K02325_Tran,Q500V9,AT5G22110
K02326_Tran,Q9ZQH2,AT2G27470
K02327_Tran,F4KC69,AT5G63960
K02328_Tran,F4IM00,AT2G42120
K02328_WC,F4IM00,AT2G42120
K02335_Tran,F4I6M1,AT1G50840
K02335_phos,F4I6M1,AT1G50840
K02372_Tran,Q9SIE3,AT2G22230
K02372_WC,Q9SIE3,AT2G22230
K02377_Tran,Q9LMU0,AT1G17890
K02377_WC,Q9LMU0,AT1G17890
K02433_Tran,Q9LI77,AT3G25660
K02433_WC,Q9LI77,AT3G25660
K02434_Tran,Q9FV81,AT1G48520
K02434_WC,Q9FV81,AT1G48520
K02435_Tran,F4JV80,AT4G32915
K02435_WC,F4JV80,AT4G32915
K02437_Tran,Q9LQL0,AT1G32470
K02437_WC,Q9LQL0,AT1G32470
K02437_phos,Q9LQL0,AT1G32470
K02492_Tran,P49294,AT1G09940
K02492_WC,P49294,AT1G09940
K02495_Tran,,K02495
K02516_Tran,Q8GWT4,AT4G31120
K02516_WC,Q8GWT4,AT4G31120
K02540_Tran,F4HPK7,AT1G44900
K02540_WC,F4HPK7,AT1G44900
K02541_Tran,Q9FL33,AT5G46280
K02541_WC,Q9FL33,AT5G46280
K02542_Tran,F4KAB8,AT5G44635
K02548_WC,Q0WUA3,AT1G60600
K02552_Tran,Q9M9V6,AT1G18870
K02575_Tran,O82811,AT1G08090
K02634_Tran,P56771,ArthCp035
K02634_WC,P56771,ArthCp035
K02635_WC,P56773,ArthCp053
K02636_Tran,Q9ZR03,AT4G03280
K02636_WC,Q9ZR03,AT4G03280
K02637_WC,P56774,ArthCp054
K02638_Tran,P42699,AT1G20340
K02638_WC,P42699,AT1G20340
K02639_Tran,O04090,AT1G10960
K02639_WC,O04090,AT1G10960
K02640_Tran,P56775,ArthCp041
K02641_Tran,Q8W493,AT1G20020
K02641_WC,Q8W493,AT1G20020
K02641_phos,Q8W493,AT1G20020
K02684_Tran,F4JZZ1,AT5G41880
K02689_Tran,P56766,ArthCp022
K02689_WC,P56766,ArthCp022
K02690_Tran,P56767,ArthCp021
K02690_WC,P56767,ArthCp021
K02691_WC,P62090,ArthCp075
K02692_Tran,Q9SA56,AT1G03130
K02692_WC,Q9SA56,AT1G03130
K02692_phos,Q9SA56,AT1G03130
K02693_Tran,Q9S714,AT2G20260
K02693_WC,Q9S714,AT2G20260
K02693_phos,Q9S714,AT2G20260
K02694_Tran,Q9SHE8,AT1G31330
K02694_WC,Q9SHE8,AT1G31330
K02695_Tran,Q9SUI6,AT1G52230
K02695_WC,Q9SUI6,AT1G52230
K02696_Tran,P56768,ArthCp032
K02697_Tran,P56769,ArthCp042
K02698_Tran,Q9SUI5,AT1G30380
K02698_WC,Q9SUI5,AT1G30380
K02699_Tran,Q9SUI4,AT4G12800
K02699_WC,Q9SUI4,AT4G12800
K02701_WC,F4KC80,AT5G64040
K02703_Tran,P83755,ArthCp002
K02703_WC,P83755,ArthCp002
K02704_Tran,P56777,ArthCp049
K02704_WC,P56777,ArthCp049
K02705_WC,P56778,ArthCp018
K02705_phos,P56778,ArthCp018
K02706_WC,P56761,ArthCp017
K02707_Tran,P56779,ArthCp039
K02707_WC,P56779,ArthCp039
K02708_WC,P62095,ArthCp038
K02709_WC,P56780,ArthCp052
K02709_phos,P56780,ArthCp052
K02712_Tran,P56782,ArthCp005
K02713_WC,P60129,ArthCp037
K02713_phos,P60129,ArthCp037
K02714_Tran,P62109,ArthCp016
K02716_Tran,Q9S841,AT3G50820
K02716_WC,Q9S841,AT3G50820
K02716_phos,Q9S841,AT3G50820
K02717_Tran,Q42029,AT1G06680
K02717_WC,Q42029,AT1G06680
K02717_phos,Q42029,AT1G06680
K02718_Tran,P61839,ArthCp050
K02721_Tran,Q39194,AT2G30570
K02723_Tran,Q549N8,AT1G67740
K02723_WC,Q549N8,AT1G67740
K02724_Tran,P56790,ArthCp019
K02725_Tran,O23712,AT1G47250
K02725_WC,O23712,AT1G47250
K02725_phos,O23712,AT1G47250
K02726_Tran,O23708,AT1G16470
K02726_WC,O23708,AT1G16470
K02727_Tran,O23715,AT2G27020
K02727_WC,O23715,AT2G27020
K02728_Tran,O81148,AT3G22110
K02728_WC,O81148,AT3G22110
K02729_Tran,O81149,AT1G53850
K02729_WC,O81149,AT1G53850
K02730_Tran,F4IIA5,AT2G05840
K02730_WC,F4IIA5,AT2G05840
K02731_Tran,Q2V3Q0,AT3G51260
K02731_WC,Q2V3Q0,AT3G51260
K02732_Tran,F4JD01,AT3G60820
K02732_WC,F4JD01,AT3G60820
K02734_Tran,O23714,AT3G22630
K02734_WC,O23714,AT3G22630
K02735_Tran,Q9XI05,AT1G21720
K02735_WC,Q9XI05,AT1G21720
K02736_Tran,Q7DLR9,AT1G56450
K02736_WC,Q7DLR9,AT1G56450
K02737_Tran,F4HP14,AT1G13060
K02737_WC,F4HP14,AT1G13060
K02738_WC,F4JRY2,AT4G31300
K02739_WC,F4IWI5,AT3G27430
K02863_WC,Q9LY66,AT3G63490
K02864_Tran,Q9LHH1,AT3G12370
K02864_WC,Q9LHH1,AT3G12370
K02865_Tran,Q8VZB9,AT1G08360
K02865_WC,Q8VZB9,AT1G08360
K02866_Tran,Q93VT9,AT1G14320
K02866_WC,Q93VT9,AT1G14320
K02867_Tran,Q9MAP3,AT1G32990
K02867_WC,Q9MAP3,AT1G32990
K02868_Tran,Q0WQZ1,AT2G42740
K02868_WC,Q0WQZ1,AT2G42740
K02870_Tran,P50883,AT2G37190
K02870_WC,P50883,AT2G37190
K02871_Tran,Q9SYL9,AT1G78630
K02871_WC,Q9SYL9,AT1G78630
K02871_phos,Q9SYL9,AT1G78630
K02872_Tran,F4JD96,AT3G07110
K02872_WC,F4JD96,AT3G07110
K02873_Tran,Q9SMT4,AT3G48960
K02873_WC,Q9SMT4,AT3G48960
K02873_phos,Q9SMT4,AT3G48960
K02874_Tran,Q84JG5,AT1G17560
K02874_WC,Q84JG5,AT1G17560
K02875_Tran,Q9SIM4,AT2G20450
K02875_WC,Q9SIM4,AT2G20450
K02876_Tran,P25873,AT3G25920
K02876_WC,P25873,AT3G25920
K02877_Tran,O23515,AT4G16720
K02877_WC,O23515,AT4G16720
K02878_Tran,P56793,ArthCp060
K02878_WC,P56793,ArthCp060
K02879_Tran,Q9M385,AT3G54210
K02879_WC,Q9M385,AT3G54210
K02880_Tran,Q93VI3,AT1G27400
K02880_WC,Q93VI3,AT1G27400
K02881_Tran,Q9SX68,AT1G48350
K02881_WC,Q9SX68,AT1G48350
K02882_Tran,Q8L7K0,AT1G29965
K02882_WC,Q8L7K0,AT1G29965
K02883_Tran,O22254,AT2G47570
K02883_WC,O22254,AT2G47570
K02884_Tran,Q8W463,AT4G17560
K02884_WC,Q8W463,AT4G17560
K02885_Tran,Q9SRX2,AT1G02780
K02885_WC,Q9SRX2,AT1G02780
K02885_phos,Q9SRX2,AT1G02780
K02886_WC,P56791,ArthCp064
K02887_Tran,Q8LCN1,AT1G16740
K02887_WC,Q8LCN1,AT1G16740
K02888_Tran,P51412,AT1G35680
K02888_WC,P51412,AT1G35680
K02889_Tran,Q43291,AT1G09590
K02889_WC,Q43291,AT1G09590
K02890_Tran,Q56W16,AT1G52370
K02890_WC,Q56W16,AT1G52370
K02891_Tran,Q9SRX7,AT1G02830
K02891_WC,Q9SRX7,AT1G02830
K02892_Tran,Q9SMR5,AT4G39880
K02892_WC,Q9SMR5,AT4G39880
K02893_Tran,Q8LD46,AT2G39460
K02893_WC,Q8LD46,AT2G39460
K02894_Tran,Q1H559,AT1G04480
K02894_WC,Q1H559,AT1G04480
K02895_Tran,Q9LT09,AT5G23535
K02895_WC,Q9LT09,AT5G23535
K02896_Tran,Q42347,AT2G36620
K02896_WC,Q42347,AT2G36620
K02897_Tran,F4JPA3,AT4G23620
K02897_WC,F4JPA3,AT4G23620
K02898_Tran,P51414,AT3G49910
K02898_WC,P51414,AT3G49910
K02899_Tran,Q9ZVX0,AT2G16930
K02899_WC,Q9ZVX0,AT2G16930
K02900_Tran,Q9LPV3,AT1G12960
K02900_WC,Q9LPV3,AT1G12960
K02901_Tran,Q9SKX8,AT2G32220
K02901_WC,Q9SKX8,AT2G32220
K02901_phos,Q9SKX8,AT2G32220
K02902_Tran,O22795,AT2G33450
K02902_WC,O22795,AT2G33450
K02903_Tran,O82204,AT2G19730
K02903_WC,O82204,AT2G19730
K02904_Tran,Q9FJP3,AT5G65220
K02904_WC,Q9FJP3,AT5G65220
K02905_Tran,Q84WM0,AT3G06680
K02905_phos,Q84WM0,AT3G06680
K02906_Tran,Q9SKX4,AT2G43030
K02906_WC,Q9SKX4,AT2G43030
K02907_Tran,Q8L908,AT5G55140
K02907_WC,Q8L908,AT5G55140
K02908_Tran,Q9C8F7,AT1G36240
K02908_WC,Q9C8F7,AT1G36240
K02909_Tran,Q9FWS4,AT1G75350
K02909_WC,Q9FWS4,AT1G75350
K02910_Tran,Q9SLL7,AT2G19740
K02910_WC,Q9SLL7,AT2G19740
K02911_Tran,Q944L5,AT1G26740
K02911_WC,Q944L5,AT1G26740
K02912_Tran,P49211,AT4G18100
K02912_WC,P49211,AT4G18100
K02913_Tran,Q9SQT5,AT3G06320
K02913_WC,Q9SQT5,AT3G06320
K02914_Tran,Q9LP37,AT1G29070
K02914_WC,Q9LP37,AT1G29070
K02915_Tran,A8MR50,AT1G26880
K02915_WC,A8MR50,AT1G26880
K02916_Tran,Q8VZ55,AT2G24090
K02916_WC,Q8VZ55,AT2G24090
K02917_Tran,Q9LMK0,AT1G07070
K02917_WC,Q9LMK0,AT1G07070
K02918_Tran,O80626,AT2G39390
K02918_WC,O80626,AT2G39390
K02919_Tran,Q8W464,AT5G20180
K02919_WC,Q8W464,AT5G20180
K02920_Tran,O80929,AT2G37600
K02920_WC,O80929,AT2G37600
K02921_Tran,Q9SRK6,AT3G10950
K02921_WC,Q9SRK6,AT3G10950
K02922_Tran,Q8LFH7,AT1G15250
K02922_WC,Q8LFH7,AT1G15250
K02923_Tran,O22860,AT2G43460
K02923_WC,O22860,AT2G43460
K02924_Tran,P51424,AT2G25210
K02924_WC,P51424,AT2G25210
K02925_Tran,P17094,AT1G43170
K02925_WC,P17094,AT1G43170
K02926_Tran,Q2V4Q4,AT1G07320
K02926_WC,Q2V4Q4,AT1G07320
K02927_Tran,Q42202,AT2G36170
K02927_WC,Q42202,AT2G36170
K02928_Tran,Q682R5,AT1G56045
K02929_Tran,O23290,AT3G23390
K02929_WC,O23290,AT3G23390
K02930_Tran,Q2V3X4,AT3G09630
K02930_WC,Q2V3X4,AT3G09630
K02931_Tran,O04603,AT4G01310
K02931_WC,O04603,AT4G01310
K02932_Tran,F4J912,AT3G25520
K02932_WC,F4J912,AT3G25520
K02933_Tran,O23049,AT1G05190
K02933_WC,O23049,AT1G05190
